,gene,members,origin,r_scores,snps
0,group10,137,0,0.198853297512,13
1,group1000,198,['chrm'],0.208437815324,70
2,group1001,198,['chrm'],0.175828793089,26
3,group1002,198,['chrm'],0.158272705074,44
4,group1003,198,['chrm'],0.13599309808,59
5,group10033,123,0,0.136498333327,172
6,group1004,198,['chrm'],0.110417211821,42
7,group1005,198,['chrm'],0.123700271518,71
8,group1006,198,['chrm'],0.104771771982,125
9,group1007,198,['chrm'],0.149029622964,39
10,group10076,127,0,0.114047546208,174
11,group10077,120,0,0.116176383419,290
12,group1008,198,['chrm'],0.172677168532,90
13,group10080,157,0,0.115607773927,63
14,group1009,198,['chrm'],0.147246144234,35
15,group1010,198,['chrm'],0.083370663661,120
16,group1011,198,['chrm'],0.143641520925,22
17,group10117,101,0,0.147974364848,18
18,group1012,198,['chrm'],0.104950671475,27
19,group1013,198,['chrm'],0.156659810657,45
20,group10138,123,0,0.152391191485,31
21,group10139,123,0,0.162140198546,29
22,group1014,198,['chrm'],0.142081690683,44
23,group10140,123,0,0.158413504943,158
24,group1015,198,['chrm'],0.110107764715,30
25,group1016,198,['chrm'],0.0992285406276,20
26,group1017,198,['chrm'],0.196352667321,38
27,group1018,184,0,0.150119411912,25
28,group1019,198,['chrm'],0.119493371989,72
29,group1020,198,['chrm'],0.139650984426,30
30,group1021,194,0,0.142173572217,238
31,group1022,198,['chrm'],0.165847158095,38
32,group1023,197,0,0.106886367092,26
33,group1024,197,0,0.112124342814,65
34,group1025,198,['chrm'],0.176695822441,31
35,group1026,198,['chrm'],0.216028334385,102
36,group1027,198,['chrm'],0.208686051177,165
37,group1028,198,['chrm'],0.130112981848,97
38,group1029,198,['chrm'],0.123452694608,57
39,group1030,198,['chrm'],0.164286133929,140
40,group1031,198,['chrm'],0.136184651168,67
41,group1032,198,['chrm'],0.183110154255,86
42,group1033,198,['chrm'],0.165276503602,146
43,group1034,198,['chrm'],0.219871832286,63
44,group1035,198,['chrm'],0.141848620005,69
45,group1036,198,['chrm'],0.122289176258,15
46,group10381,153,0,0.104245022113,30
47,group10385,143,0,0.164611662111,13
48,group1039,198,['chrm'],0.0695076043418,66
49,group1040,198,['chrm'],0.0954803450872,57
50,group1041,198,['chrm'],0.0933575105717,89
51,group1042,198,['chrm'],0.0900436742159,62
52,group1043,194,0,0.104654406837,62
53,group1044,198,['chrm'],0.0808637529537,53
54,group1045,197,0,0.157004170439,99
55,group1046,197,0,0.126903143441,76
56,group1047,198,['chrm'],0.200759684452,52
57,group1048,198,['chrm'],0.166628315396,19
58,group1049,198,['chrm'],0.160398270452,70
59,group1050,198,['chrm'],0.183689291489,206
60,group1051,198,['chrm'],0.118611015548,85
61,group1052,198,['chrm'],0.134804444269,58
62,group1053,198,['chrm'],0.148187289762,72
63,group1054,198,['chrm'],0.173844754646,26
64,group1055,198,['chrm'],0.147608703186,36
65,group1056,198,['chrm'],0.144918262817,49
66,group1057,198,['chrm'],0.171005702475,30
67,group1058,198,['chrm'],0.131867696544,51
68,group1059,198,['chrm'],0.178777134758,29
69,group1060,198,['chrm'],0.20233635373,64
70,group1061,198,['chrm'],0.183637610917,70
71,group1062,198,['chrm'],0.0986014415269,39
72,group1063,177,0,0.112405936757,25
73,group1064,198,['chrm'],0.087540601602,125
74,group1065,198,['chrm'],0.114902282,3
75,group1066,198,['chrm'],0.153889651775,20
76,group1067,198,['chrm'],0.0846645234769,2
77,group10672,121,0,0.121260183619,29
78,group10677,128,0,0.0967901264649,97
79,group1068,198,['chrm'],0.181867490324,52
80,group1069,198,['chrm'],0.162844705452,59
81,group1070,198,['chrm'],0.129707538458,4
82,group1071,198,['chrm'],0.224408543836,101
83,group1072,198,['chrm'],0.244071776487,80
84,group1073,198,['chrm'],0.215032642433,47
85,group1074,198,['chrm'],0.0661470489403,42
86,group1075,198,['chrm'],0.0712481651831,49
87,group1076,198,['chrm'],0.0856973506083,50
88,group1077,197,0,0.134045906581,59
89,group1078,198,['chrm'],0.165634509659,37
90,group1079,185,0,0.0434331878357,39
91,group1080,198,['chrm'],0.11835342515,17
92,group1081,198,['chrm'],0.100593796141,16
93,group1082,198,['chrm'],0.178997366995,17
94,group1083,198,['chrm'],0.157059496578,14
95,group1084,198,['chrm'],0.156485148412,26
96,group1085,198,['chrm'],0.148042517761,28
97,group1086,198,['chrm'],0.163512961866,28
98,group1087,198,['chrm'],0.198180436665,91
99,group1088,198,['chrm'],0.138598817998,145
100,group1089,198,['chrm'],0.152592933014,70
101,group1090,198,['chrm'],0.191160306947,73
102,group1091,198,['chrm'],0.189434683433,53
103,group1092,198,['chrm'],0.170840140699,24
104,group1093,198,['chrm'],0.208030728917,113
105,group1094,198,['chrm'],0.176381845539,120
106,group1095,198,['chrm'],0.140076686274,90
107,group1096,198,['chrm'],0.127303726099,31
108,group1097,198,['chrm'],0.155296607361,57
109,group1098,198,['chrm'],0.200423290441,28
110,group1099,198,['chrm'],0.178242603287,71
111,group11,180,0,0.12080163099,43
112,group1100,198,['chrm'],0.141617687847,37
113,group1101,198,['chrm'],0.130707608739,37
114,group11012,110,0,0.0825893126202,29
115,group1102,198,['chrm'],0.118862796216,16
116,group1103,174,0,0.107338180428,4
117,group1104,198,['chrm'],0.159683076519,71
118,group1105,198,['chrm'],0.161560046845,79
119,group1106,198,['chrm'],0.172222853875,15
120,group1107,198,['chrm'],0.13739753386,13
121,group1108,198,['chrm'],0.156827439598,9
122,group1109,198,['chrm'],0.184876445238,24
123,group1110,141,0,0.135277355151,28
124,group1111,198,['chrm'],0.174282741282,104
125,group1112,198,['chrm'],0.135863081702,10
126,group1113,198,['chrm'],0.164386930541,32
127,group1114,198,['chrm'],0.129075362646,29
128,group1115,198,['chrm'],0.158384652618,24
129,group1116,198,['chrm'],0.139076806577,10
130,group1117,198,['chrm'],0.118918440818,40
131,group1118,198,['chrm'],0.139328344897,57
132,group1119,196,0,0.121338624212,24
133,group1120,198,['chrm'],0.179455979998,59
134,group1121,196,0,0.16497054545,95
135,group1122,198,['chrm'],0.172953563716,92
136,group1123,198,['chrm'],0.109035749986,14
137,group1124,198,['chrm'],0.188774591196,58
138,group1125,198,['chrm'],0.163869400337,38
139,group1126,198,['chrm'],0.202884875314,106
140,group1127,186,0,0.083685842934,3
141,group1128,198,['chrm'],0.0851990018635,2
142,group1129,198,['chrm'],0.208509578753,90
143,group1130,198,['chrm'],0.195458206006,39
144,group1131,198,['chrm'],0.206717121517,69
145,group1132,198,['chrm'],0.130581548216,34
146,group1133,198,['chrm'],0.187764809098,209
147,group1134,198,['chrm'],0.12485954862,22
148,group1135,198,['chrm'],0.185280138582,66
149,group1136,198,['chrm'],0.162425267134,114
150,group1137,198,['chrm'],0.140369215392,48
151,group1138,198,['chrm'],0.167763565544,38
152,group1139,198,['chrm'],0.222133950662,82
153,group1140,198,['chrm'],0.191813380722,43
154,group1141,198,['chrm'],0.193205849539,37
155,group11412,101,0,0.113044685932,14
156,group1142,198,['chrm'],0.0934595349512,13
157,group1143,198,['chrm'],0.152268855668,51
158,group1144,198,['chrm'],0.21891252174,46
159,group1145,198,['chrm'],0.19326182224,80
160,group1146,197,0,0.115068833105,135
161,group1147,198,['chrm'],0.164224368254,99
162,group1148,198,['chrm'],0.171652368269,91
163,group1149,198,['chrm'],0.113844348888,18
164,group1150,198,['chrm'],0.165361884618,51
165,group1151,198,['chrm'],0.0973410253351,63
166,group1152,198,['chrm'],0.0834159315087,344
167,group1153,198,['chrm'],0.109206475067,310
168,group1154,198,['chrm'],0.156501862041,66
169,group1155,198,['chrm'],0.162426657064,42
170,group1156,180,0,0.1418489102,10
171,group1157,188,0,0.172673648669,18
172,group1159,198,['chrm'],0.148849786232,27
173,group1161,194,0,0.137255247471,51
174,group1162,198,['chrm'],0.13360495618,24
175,group12,180,0,0.147940072367,20
176,group1251,197,0,0.209044582737,110
177,group1260,198,['chrm'],0.0907674577671,42
178,group1261,198,['chrm'],0.23523419653,345
179,group1262,198,['chrm'],0.226782304516,149
180,group1263,197,0,0.240647477536,139
181,group1264,197,0,0.185129098604,77
182,group1265,198,['chrm'],0.199688546593,89
183,group1266,198,['chrm'],0.219652264078,108
184,group1267,198,['chrm'],0.191349201009,236
185,group1268,198,['chrm'],0.239475364024,120
186,group1269,198,['chrm'],0.18899162207,77
187,group1270,198,['chrm'],0.181315496767,13
188,group1271,198,['chrm'],0.201922931196,46
189,group1272,197,0,0.114399747263,23
190,group1273,198,['chrm'],0.23893635447,94
191,group1274,198,['chrm'],0.246335482177,133
192,group1275,198,['chrm'],0.212555946942,98
193,group1276,198,['chrm'],0.20203698974,72
194,group1277,197,0,0.221663156663,95
195,group1278,198,['chrm'],0.175165528148,84
196,group1279,198,['chrm'],0.158994156177,32
197,group1280,198,['chrm'],0.228511482439,115
198,group1281,198,['chrm'],0.131820091733,16
199,group1282,198,['chrm'],0.1770948313,62
200,group1283,198,['chrm'],0.222922400416,82
201,group1284,198,['chrm'],0.188610328034,75
202,group1285,198,['chrm'],0.195159261754,53
203,group1286,198,['chrm'],0.169869714452,58
204,group1287,198,['chrm'],0.154907302228,54
205,group1288,198,['chrm'],0.181773619739,59
206,group1289,197,0,0.174754087698,149
207,group1290,198,['chrm'],0.174838047085,60
208,group1291,198,['chrm'],0.146301627767,38
209,group1292,198,['chrm'],0.120727143974,16
210,group1293,198,['chrm'],0.147336760323,33
211,group1294,198,['chrm'],0.130014389702,28
212,group1295,198,['chrm'],0.105875457121,50
213,group1296,198,['chrm'],0.195883245767,160
214,group1297,198,['chrm'],0.172912644758,19
215,group1298,198,['chrm'],0.168801776176,42
216,group1299,198,['chrm'],0.178249574607,21
217,group1300,198,['chrm'],0.141376414624,10
218,group1301,198,['chrm'],0.146208276226,69
219,group1302,198,['chrm'],0.189421600603,126
220,group1303,197,0,0.147925151801,147
221,group1304,198,['chrm'],0.210003137203,36
222,group1305,198,['chrm'],0.134845388464,44
223,group1306,198,['chrm'],0.240236188565,157
224,group1307,198,['chrm'],0.207959950656,97
225,group1308,198,['chrm'],0.156876242203,76
226,group1309,198,['chrm'],0.145924499037,53
227,group1310,198,['chrm'],0.100677102661,87
228,group1311,198,['chrm'],0.0879558912231,83
229,group1312,198,['chrm'],0.126614503042,58
230,group1313,198,['chrm'],0.18747769681,59
231,group1314,198,['chrm'],0.118875240037,152
232,group1315,198,['chrm'],0.137152588772,35
233,group1316,198,['chrm'],0.136362502304,32
234,group1317,198,['chrm'],0.141259208192,39
235,group1318,198,['chrm'],0.159589035536,41
236,group1319,198,['chrm'],0.196698839522,92
237,group1320,198,['chrm'],0.15006883534,28
238,group1321,198,['chrm'],0.163454425583,41
239,group1322,198,['chrm'],0.105129958463,10
240,group1323,198,['chrm'],0.130104549479,22
241,group1324,198,['chrm'],0.118211550306,24
242,group1325,198,['chrm'],0.196693326193,52
243,group1326,198,['chrm'],0.186218024312,93
244,group1327,198,['chrm'],0.153880002307,61
245,group1328,198,['chrm'],0.181979595264,49
246,group1329,198,['chrm'],0.153415901544,43
247,group1330,197,0,0.118053116635,23
248,group1331,198,['chrm'],0.202588447632,39
249,group1332,198,['chrm'],0.171691986663,77
250,group1333,198,['chrm'],0.133560905264,26
251,group1334,198,['chrm'],0.179986856524,45
252,group1335,198,['chrm'],0.188404253279,52
253,group1336,193,0,0.185316604343,94
254,group1337,198,['chrm'],0.122725823467,17
255,group1338,198,['chrm'],0.17093597228,21
256,group1339,198,['chrm'],0.150683534236,13
257,group134,153,0,0.167809555508,72
258,group1340,198,['chrm'],0.169696069986,60
259,group1341,198,['chrm'],0.192521837924,52
260,group1342,198,['chrm'],0.155067900795,22
261,group1343,198,['chrm'],0.188718382003,107
262,group1344,198,['chrm'],0.10486552529,10
263,group1345,198,['chrm'],0.135122985969,7
264,group1346,195,0,0.174778190119,80
265,group1347,198,['chrm'],0.110221947481,13
266,group1348,198,['chrm'],0.208186519284,101
267,group1349,198,['chrm'],0.128433045157,20
268,group1350,198,['chrm'],0.195933897514,89
269,group1351,198,['chrm'],0.127739371794,23
270,group1352,198,['chrm'],0.158633691998,120
271,group1353,198,['chrm'],0.124634912529,70
272,group1354,197,0,0.228282269029,49
273,group1355,198,['chrm'],0.214426013335,65
274,group1356,198,['chrm'],0.213872681256,34
275,group1357,198,['chrm'],0.0989263499034,100
276,group1358,198,['chrm'],0.126321049915,43
277,group1359,198,['chrm'],0.179264358546,34
278,group1360,197,0,0.217362265437,62
279,group1361,198,['chrm'],0.197599115368,79
280,group1362,164,0,0.156903217228,78
281,group1363,164,0,0.193573283192,66
282,group1364,193,0,0.189585044517,41
283,group1365,194,0,0.14692022277,49
284,group1366,198,['chrm'],0.194588939176,38
285,group1367,197,0,0.190664102436,73
286,group1368,198,['chrm'],0.177524879906,90
287,group1369,198,['chrm'],0.17640845152,27
288,group1370,170,0,0.173187290359,19
289,group1371,198,['chrm'],0.14355228955,89
290,group1372,198,['chrm'],0.154116921794,93
291,group1373,198,['chrm'],0.194921437212,20
292,group1374,198,['chrm'],0.234092084981,37
293,group1375,198,['chrm'],0.223677912898,62
294,group1376,198,['chrm'],0.214032473638,70
295,group1377,198,['chrm'],0.211902564419,63
296,group1378,197,0,0.197640175808,38
297,group1379,198,['chrm'],0.229533620599,131
298,group1380,198,['chrm'],0.112787972771,18
299,group1381,198,['chrm'],0.200823094536,89
300,group1382,198,['chrm'],0.201326454526,102
301,group1383,198,['chrm'],0.248548049119,100
302,group1384,198,['chrm'],0.194678813366,100
303,group1385,198,['chrm'],0.187995644673,89
304,group1386,198,['chrm'],0.207087759639,41
305,group1387,197,0,0.19730943908,65
306,group1388,198,['chrm'],0.216934485012,43
307,group1389,198,['chrm'],0.129200373111,5
308,group1390,198,['chrm'],0.220893232071,104
309,group1391,198,['chrm'],0.109022944056,66
310,group1392,198,['chrm'],0.122955148291,78
311,group1393,198,['chrm'],0.137932874587,34
312,group1394,198,['chrm'],0.137035465966,37
313,group1395,198,['chrm'],0.169766343477,24
314,group1396,198,['chrm'],0.204042652106,59
315,group1397,198,['chrm'],0.159446344077,39
316,group1398,198,['chrm'],0.238360423131,63
317,group1399,198,['chrm'],0.161427540252,26
318,group14,164,0,0.155950839848,57
319,group1400,198,['chrm'],0.143320354337,10
320,group1401,197,0,0.149003354105,51
321,group1402,189,0,0.122215138667,92
322,group1403,198,['chrm'],0.14580193937,44
323,group1404,198,['chrm'],0.196958063937,45
324,group1405,198,['chrm'],0.167150036095,12
325,group1406,198,['chrm'],0.233669823217,115
326,group1407,198,['chrm'],0.142973831999,76
327,group1408,198,['chrm'],0.207900663414,26
328,group1409,197,0,0.197612572662,65
329,group1410,198,['chrm'],0.186917459782,56
330,group1411,198,['chrm'],0.166357863515,57
331,group1412,198,['chrm'],0.15349698106,22
332,group1413,198,['chrm'],0.154245204601,18
333,group1414,198,['chrm'],0.19520915884,40
334,group1415,198,['chrm'],0.182301247755,26
335,group1416,198,['chrm'],0.160612015608,28
336,group1417,198,['chrm'],0.236303255886,55
337,group1418,198,['chrm'],0.063444714524,28
338,group1419,182,0,0.164405410135,33
339,group1420,198,['chrm'],0.0712094793042,83
340,group1421,198,['chrm'],0.151570556123,90
341,group1422,198,['chrm'],0.140049502444,13
342,group1423,198,['chrm'],0.150462382195,171
343,group1424,198,['chrm'],0.172873531953,130
344,group1425,198,['chrm'],0.129311430374,46
345,group1426,198,['chrm'],0.190947190219,171
346,group1427,198,['chrm'],0.104497383778,32
347,group1428,198,['chrm'],0.149986423184,55
348,group1429,198,['chrm'],0.139151899566,72
349,group1430,198,['chrm'],0.157290093044,37
350,group1431,198,['chrm'],0.178579319935,35
351,group1432,198,['chrm'],0.16558341106,27
352,group1433,198,['chrm'],0.158988695907,17
353,group1434,198,['chrm'],0.159154311738,8
354,group1435,198,['chrm'],0.179094473079,39
355,group1436,198,['chrm'],0.170592393883,40
356,group1437,198,['chrm'],0.107119029555,40
357,group1438,198,['chrm'],0.127163545417,29
358,group1439,182,0,0.0731258255112,36
359,group1440,198,['chrm'],0.156176181068,72
360,group1441,198,['chrm'],0.151586439191,54
361,group1442,198,['chrm'],0.132847260319,29
362,group1443,198,['chrm'],0.127402056415,22
363,group1444,198,['chrm'],0.138081228952,102
364,group1445,198,['chrm'],0.163061186869,47
365,group1446,198,['chrm'],0.129181059583,12
366,group1447,198,['chrm'],0.218828711914,63
367,group1448,198,['chrm'],0.176573313772,52
368,group1449,198,['chrm'],0.198619877185,91
369,group1450,198,['chrm'],0.125042244891,8
370,group1451,198,['chrm'],0.157004037528,36
371,group1452,198,['chrm'],0.147314556366,130
372,group1453,198,['chrm'],0.11507168218,8
373,group1454,198,['chrm'],0.166853457796,22
374,group1455,198,['chrm'],0.21293174499,68
375,group1456,197,0,0.191132499794,24
376,group1457,197,0,0.142977702651,46
377,group1458,198,['chrm'],0.175106109197,80
378,group1459,198,['chrm'],0.188803578458,47
379,group1460,198,['chrm'],0.15797833316,91
380,group1461,198,['chrm'],0.220888855951,71
381,group1462,198,['chrm'],0.203770191531,49
382,group1463,172,0,0.211912571523,53
383,group1464,198,['chrm'],0.140412426415,49
384,group1465,197,0,0.169048650723,51
385,group1466,197,0,0.225251492296,102
386,group1467,197,0,0.180358748284,83
387,group1468,197,0,0.15209883782,54
388,group1469,197,0,0.167748010592,68
389,group1470,197,0,0.227193879631,53
390,group1471,197,0,0.236091290846,43
391,group1472,197,0,0.203987520323,48
392,group1473,197,0,0.115896489278,72
393,group1474,196,0,0.227858841946,82
394,group1475,198,['chrm'],0.233159800626,100
395,group1476,198,['chrm'],0.157074994087,22
396,group1477,198,['chrm'],0.175735442059,16
397,group1478,198,['chrm'],0.25896475991,79
398,group1479,198,['chrm'],0.191847207657,31
399,group1480,198,['chrm'],0.169562589738,67
400,group1481,198,['chrm'],0.131097015815,8
401,group1482,198,['chrm'],0.193277132302,22
402,group1483,198,['chrm'],0.146676914592,69
403,group1484,198,['chrm'],0.163071827733,114
404,group1485,198,['chrm'],0.178293085085,39
405,group1486,198,['chrm'],0.155838920601,57
406,group1487,198,['chrm'],0.175474516381,47
407,group1488,198,['chrm'],0.138271780013,53
408,group1489,190,0,0.173667506347,31
409,group1490,198,['chrm'],0.143227384056,24
410,group1491,198,['chrm'],0.131827937031,56
411,group1492,198,['chrm'],0.0793355740004,13
412,group1493,198,['chrm'],0.130319911802,47
413,group1494,198,['chrm'],0.138760714892,31
414,group1495,198,['chrm'],0.154284086126,106
415,group1496,198,['chrm'],0.181371055637,168
416,group1497,198,['chrm'],0.20366098163,62
417,group1498,198,['chrm'],0.141078271466,20
418,group1499,196,0,0.121890034789,62
419,group1500,197,0,0.0758504382819,168
420,group1501,198,['chrm'],0.16444563035,25
421,group1502,198,['chrm'],0.203825833033,69
422,group1503,198,['chrm'],0.176040190188,51
423,group1504,198,['chrm'],0.163405300379,30
424,group1505,197,0,0.131420986754,346
425,group1506,198,['chrm'],0.206435704337,120
426,group1507,198,['chrm'],0.166364200654,14
427,group1508,198,['chrm'],0.164724839189,64
428,group1509,198,['chrm'],0.169562605859,65
429,group151,140,0,0.180788720208,28
430,group1510,198,['chrm'],0.210117982027,41
431,group1511,198,['chrm'],0.197113989665,50
432,group1512,198,['chrm'],0.178217718285,132
433,group1513,198,['chrm'],0.188365065532,69
434,group1514,197,0,0.145463423332,45
435,group1515,198,['chrm'],0.160767859045,51
436,group1516,198,['chrm'],0.154173742276,26
437,group1517,198,['chrm'],0.157297328582,12
438,group1518,197,0,0.125238940666,24
439,group1519,198,['chrm'],0.192834931215,59
440,group152,140,0,0.14975767659,12
441,group1520,187,0,0.231691008946,60
442,group1521,187,0,0.208047214977,49
443,group1522,187,0,0.210060049661,71
444,group1523,198,['chrm'],0.205841277306,63
445,group1524,198,['chrm'],0.249142519977,147
446,group1525,184,0,0.0971248082322,18
447,group1526,198,['chrm'],0.166629504165,24
448,group1527,198,['chrm'],0.220819376193,178
449,group1528,198,['chrm'],0.178536455091,51
450,group1529,198,['chrm'],0.163034141296,65
451,group1530,198,['chrm'],0.154623311658,60
452,group1531,198,['chrm'],0.138191045903,18
453,group1534,198,['chrm'],0.19222863931,58
454,group1535,198,['chrm'],0.178230181603,104
455,group1536,198,['chrm'],0.0927392728025,52
456,group1537,198,['chrm'],0.155345868155,74
457,group1538,197,0,0.207670368097,43
458,group1539,198,['chrm'],0.211902005515,101
459,group1540,198,['chrm'],0.238123531303,86
460,group1541,198,['chrm'],0.144557732192,40
461,group1542,198,['chrm'],0.213444089914,99
462,group1543,198,['chrm'],0.169287631466,104
463,group1544,198,['chrm'],0.161794982156,32
464,group1545,198,['chrm'],0.20446846748,112
465,group1546,198,['chrm'],0.181136375232,25
466,group1547,198,['chrm'],0.23300311811,129
467,group1548,198,['chrm'],0.162356324194,9
468,group1549,198,['chrm'],0.176861321563,60
469,group1550,198,['chrm'],0.124872346691,28
470,group1551,198,['chrm'],0.136754613633,13
471,group1552,198,['chrm'],0.145412174014,123
472,group1553,197,0,0.146780213772,49
473,group1554,198,['chrm'],0.116411218675,49
474,group1555,198,['chrm'],0.118522887326,58
475,group1556,198,['chrm'],0.128477435732,52
476,group1557,198,['chrm'],0.170366814263,167
477,group1558,198,['chrm'],0.129243771575,132
478,group1559,198,['chrm'],0.129773204575,57
479,group1560,198,['chrm'],0.105347368192,46
480,group1561,198,['chrm'],0.160580492394,112
481,group1562,198,['chrm'],0.193408032575,34
482,group1563,198,['chrm'],0.184477747248,73
483,group1564,198,['chrm'],0.150776767484,30
484,group1565,198,['chrm'],0.0963957650057,22
485,group1566,198,['chrm'],0.142517231439,78
486,group1568,184,0,0.153659594755,71
487,group1569,178,0,0.118161752676,27
488,group157,165,0,0.19936591428,26
489,group1570,198,['chrm'],0.176212127785,100
490,group1571,198,['chrm'],0.172464800832,85
491,group1572,198,['chrm'],0.138912768551,10
492,group1573,198,['chrm'],0.152228014886,85
493,group1574,198,['chrm'],0.167770505772,22
494,group1575,198,['chrm'],0.102455334047,66
495,group1576,198,['chrm'],0.120219020764,91
496,group1577,198,['chrm'],0.102441223661,15
497,group1578,197,0,0.188597191018,125
498,group1579,198,['chrm'],0.237593367632,370
499,group1580,198,['chrm'],0.192051169418,77
500,group1581,198,['chrm'],0.108992580767,123
501,group1582,197,0,0.171019817092,33
502,group1583,198,['chrm'],0.223053146621,62
503,group1584,198,['chrm'],0.186887622106,29
504,group1585,198,['chrm'],0.12031627464,92
505,group1586,198,['chrm'],0.171285272035,98
506,group1587,198,['chrm'],0.141056574274,43
507,group1588,198,['chrm'],0.155656178665,90
508,group1589,198,['chrm'],0.149455152,29
509,group1590,198,['chrm'],0.172418504549,76
510,group1591,198,['chrm'],0.206743499548,51
511,group1592,198,['chrm'],0.158918585184,14
512,group1593,198,['chrm'],0.217017203121,64
513,group1594,198,['chrm'],0.148514220977,84
514,group1595,197,0,0.174244767778,73
515,group1596,198,['chrm'],0.194543967154,138
516,group1597,198,['chrm'],0.173158580749,143
517,group1598,198,['chrm'],0.201090486153,100
518,group1599,198,['chrm'],0.188076217158,57
519,group1600,198,['chrm'],0.221844204509,52
520,group1601,198,['chrm'],0.199784447701,100
521,group1602,198,['chrm'],0.199752044158,80
522,group1603,198,['chrm'],0.208678521825,73
523,group1604,198,['chrm'],0.149298054004,13
524,group1605,197,0,0.18870403874,62
525,group1606,198,['chrm'],0.180015937356,91
526,group1607,195,0,0.127755738222,72
527,group1608,198,['chrm'],0.107830490584,44
528,group1609,198,['chrm'],0.230088478411,117
529,group1610,198,['chrm'],0.162904306574,37
530,group1611,198,['chrm'],0.158450272868,40
531,group1612,198,['chrm'],0.158001470101,94
532,group1613,198,['chrm'],0.236533414782,46
533,group1614,198,['chrm'],0.198242250135,50
534,group1615,198,['chrm'],0.192967772887,39
535,group1616,198,['chrm'],0.15871068782,61
536,group1617,198,['chrm'],0.209964506246,131
537,group1618,198,['chrm'],0.175817041734,60
538,group1619,198,['chrm'],0.18349764901,35
539,group1620,198,['chrm'],0.183008787664,82
540,group1621,198,['chrm'],0.141816882413,55
541,group1622,198,['chrm'],0.163022070392,72
542,group1623,194,0,0.245583057722,144
543,group1624,198,['chrm'],0.216423234283,101
544,group1625,198,['chrm'],0.211380417887,52
545,group1626,198,['chrm'],0.216033822577,55
546,group1627,198,['chrm'],0.140376231443,16
547,group1628,198,['chrm'],0.175151385447,42
548,group1629,198,['chrm'],0.162471491124,39
549,group1630,189,0,0.144151351627,39
550,group1631,189,0,0.161133441104,86
551,group1632,189,0,0.169460082839,32
552,group1633,189,0,0.194111697388,44
553,group1634,189,0,0.192255781864,47
554,group1635,189,0,0.187473683475,79
555,group1636,189,0,0.17756100476,39
556,group1637,189,0,0.20494031468,34
557,group1638,189,0,0.203379481366,68
558,group1639,189,0,0.216295897242,59
559,group1640,165,0,0.180312754274,48
560,group1641,165,0,0.196308461242,100
561,group1642,165,0,0.174211029962,110
562,group1643,165,0,0.219848787375,79
563,group1646,186,0,0.0949694354086,78
564,group1647,198,['chrm'],0.275785748297,131
565,group1648,198,['chrm'],0.200618815222,68
566,group1649,198,['chrm'],0.188027289046,33
567,group1650,198,['chrm'],0.147833427298,20
568,group1651,198,['chrm'],0.217739503937,32
569,group1652,198,['chrm'],0.247449019703,45
570,group1653,198,['chrm'],0.246972424348,106
571,group1654,198,['chrm'],0.210921102507,72
572,group1655,198,['chrm'],0.240763828207,53
573,group1656,197,0,0.214790084275,238
574,group1657,198,['chrm'],0.164709441353,15
575,group1658,198,['chrm'],0.202503559496,42
576,group1659,198,['chrm'],0.160772838647,31
577,group1660,198,['chrm'],0.228427593244,78
578,group1661,198,['chrm'],0.194058467935,38
579,group1662,198,['chrm'],0.153816326767,37
580,group1663,198,['chrm'],0.17214121093,50
581,group1664,198,['chrm'],0.255280736942,93
582,group1666,198,['chrm'],0.196661718637,37
583,group1667,198,['chrm'],0.162003216341,55
584,group1668,198,['chrm'],0.215818538374,49
585,group1669,198,['chrm'],0.208654118772,35
586,group1670,198,['chrm'],0.196054673439,52
587,group1671,198,['chrm'],0.215262639768,54
588,group1672,198,['chrm'],0.127666229768,15
589,group1673,198,['chrm'],0.196023484173,29
590,group1674,198,['chrm'],0.150394181704,50
591,group1675,198,['chrm'],0.169493474601,42
592,group1676,198,['chrm'],0.170304932379,21
593,group1677,198,['chrm'],0.181960873478,47
594,group1678,198,['chrm'],0.21880843097,51
595,group1679,198,['chrm'],0.24385405969,61
596,group1680,198,['chrm'],0.208169988068,27
597,group1681,198,['chrm'],0.270374040719,66
598,group1682,198,['chrm'],0.120753905287,8
599,group1683,198,['chrm'],0.210752767605,34
600,group1684,182,0,0.06920552931,83
601,group1685,198,['chrm'],0.2078283989,19
602,group1686,197,0,0.201136675952,27
603,group1687,197,0,0.199047147172,25
604,group1688,197,0,0.218623908071,69
605,group1689,197,0,0.263157637296,66
606,group1690,197,0,0.246111281175,36
607,group1691,197,0,0.239250613887,30
608,group1692,197,0,0.196724212164,25
609,group1693,197,0,0.219627896692,23
610,group1694,198,['chrm'],0.12237662735,67
611,group1695,198,['chrm'],0.17844688411,47
612,group1696,198,['chrm'],0.227114740091,109
613,group1697,154,0,0.135100198846,33
614,group1698,154,0,0.208141425471,55
615,group1699,154,0,0.145546776982,38
616,group1700,154,0,0.176300524172,65
617,group1701,154,0,0.167573243243,29
618,group1702,154,0,0.121169881016,16
619,group1704,154,0,0.12522707563,49
620,group1705,198,['chrm'],0.177008840655,70
621,group1706,198,['chrm'],0.159167559793,180
622,group1707,198,['chrm'],0.185720538303,49
623,group1708,198,['chrm'],0.167099644604,151
624,group1709,198,['chrm'],0.191909999037,90
625,group1710,198,['chrm'],0.173394162797,57
626,group1711,198,['chrm'],0.189994878713,85
627,group1712,198,['chrm'],0.187247822005,35
628,group1713,197,0,0.216100167822,80
629,group1714,197,0,0.140568600325,235
